7.54,101,939
3.53,94,115
17.3,94,318
13.22,67,812
5.97,2,956
4.73,96,528
4.8,112,783
15.55,64,32
11.03,29,631
14.33,27,328
9.71,115,796
2.74,37,536
15.14,108,486
6.26,35,577
14.23,81,289
17.38,72,170
19.63,103,703
10.57,29,741
12.53,118,334
6.58,26,58
3.88,12,70
12.98,29,408
1.19,56,893
16.86,25,668
14.95,53,733
14.51,117,337
6.57,14,607
10.9,84,673
15.43,67,958
17.98,1,237
9.4,29,725
17.84,57,558
8.83,10,463
15.62,56,742
10.73,69,442
13.38,111,417
6.55,71,912
17.76,79,823
10.96,95,428
10.24,30,584
19.12,18,667
14.99,15,634
14.62,10,807
6.23,76,308
18.8,69,625
11.47,118,974
17.05,95,485
12.88,4,603
11.09,10,996
3.32,98,695
13.75,111,254
7.52,90,154
15.12,34,310
19.15,7,835
20.0,116,190
16.85,44,105
17.88,7,536
3.09,65,553
6.77,5,407
7.7,120,937
19.41,101,941
13.0,36,756
15.13,19,688
6.37,3,679
5.32,73,955
2.58,16,877
12.67,90,874
11.11,72,125
10.57,62,737
17.66,65,786
17.4,42,868
18.97,85,8
16.98,14,854
5.6,102,175
9.48,95,201
8.32,111,646
4.14,97,244
6.92,111,810
16.79,86,562
17.14,101,877
3.15,80,357
11.46,74,60
5.85,95,958
20.0,48,474
8.62,83,750
7.89,79,33
3.92,21,517
14.72,106,48
11.09,6,63
12.04,49,96
12.86,21,512
13.31,75,352
14.56,100,423
19.14,106,481
4.65,91,742
14.24,41,150
12.67,35,356
12.1,0,351
7.8,46,908
2.73,110,703
7.28,110,769
15.78,73,997
11.69,57,125
18.18,117,777
16.89,46,408
16.34,73,243
11.09,106,278
1.51,28,868
15.3,24,129
4.54,36,59
18.4,5,754
3.63,57,369
17.43,75,281
6.09,75,94
17.19,35,915
15.69,5,920
7.92,63,556
19.48,44,262
19.9,46,779
3.63,77,769
6.47,32,728
11.63,120,895
19.66,98,209
6.48,6,820
12.12,27,554
5.46,74,566
8.86,112,997
18.35,3,628
12.72,13,203
7.43,5,33
6.78,106,800
2.4,100,454
3.03,46,501
18.45,59,12
14.88,35,930
19.26,68,495
19.5,103,309
13.43,102,802
6.8,61,234
9.44,84,240
4.05,113,320
13.23,107,350
3.92,45,589
19.6,81,113
7.88,100,585
2.12,93,964
15.23,39,753
1.24,18,6
14.99,88,4
4.76,111,145
7.1,46,983
17.54,35,940
9.99,63,388
10.27,118,432
2.61,43,891
3.47,71,418
9.47,8,668
11.92,51,795
5.64,80,375
4.94,60,889
19.0,11,477
18.72,61,145
4.47,84,696
4.58,111,99
13.52,61,116
1.43,114,987
11.56,31,501
19.15,85,519
6.97,86,592
7.84,42,359
15.88,111,271
1.9,53,585
15.83,120,618
5.7,21,870
6.48,95,898
8.31,53,947
14.92,32,462
8.41,0,337
1.78,72,253
6.13,105,248
17.76,55,410
18.78,35,686
9.02,50,152
14.8,75,184
3.75,119,794
7.67,10,546
5.97,72,199
18.86,50,809
19.17,43,907
19.78,33,566
19.07,70,591
11.26,37,596
17.11,29,798
14.84,98,661
6.33,77,615
13.26,52,714
16.47,37,270
14.05,109,38
17.0,31,397
1.12,75,962
4.02,90,493
14.86,98,357
19.3,101,639
17.67,111,651
6.81,6,292
9.73,63,192
8.94,53,147
2.98,86,651
5.49,40,941
1.92,23,267
18.33,4,4
1.75,114,700
19.12,80,327
9.56,85,940
9.08,66,188
6.27,106,433
12.54,109,390
3.82,83,697
19.97,34,682
15.54,25,529
11.48,44,914
16.45,97,814
17.86,100,248
12.92,120,890
8.74,88,16
16.61,113,234
5.72,34,971
18.28,12,737
5.46,51,738
15.13,77,434
1.23,20,958
13.77,41,755
18.78,96,111
6.86,62,760
18.09,82,439
3.53,42,373
18.94,12,350
17.02,73,179
11.89,4,32
5.03,88,505
4.15,8,92
7.19,67,189
13.99,61,240
15.56,109,665
9.25,13,218
12.63,39,807
15.06,76,210
13.15,35,136
10.46,7,490
16.44,116,342
1.09,69,586
7.43,75,558
6.84,74,850
9.14,50,740
19.19,37,558
15.59,7,514
13.87,11,29
14.09,54,655
12.45,55,44
9.69,28,516
8.74,75,632
4.13,21,137
17.69,95,492
16.69,34,225
13.59,99,162
17.28,52,350
12.27,111,322
16.94,113,494
5.33,15,185
9.33,16,337
12.55,110,415
6.45,3,386
17.85,61,127
5.77,50,632
5.68,41,817
16.99,66,493
17.18,57,411
5.62,59,544
6.61,39,92
16.67,64,710
9.55,73,598
10.4,51,247
5.37,28,655
15.78,75,372
16.36,43,247
8.16,59,288
2.22,61,80
15.4,40,815
16.92,56,731
17.39,109,552
5.0,1,448
9.06,66,913
13.43,74,838
8.3,17,922
1.36,115,105
17.73,16,784
18.24,87,175
10.08,95,424
4.38,9,870
3.93,104,374
14.21,101,797
2.39,15,45
15.83,100,547
12.98,49,942
8.79,17,237
4.31,87,433
13.7,34,951
19.19,32,371
5.88,47,617
13.86,104,593
4.07,71,787
7.32,41,488
10.67,79,519
18.49,106,522
17.14,105,486
12.09,84,996
16.42,67,811
2.16,54,186
11.48,58,340
5.86,83,625
18.66,73,361
17.41,31,148
14.97,68,64
10.93,4,63
1.0,116,48
4.75,96,647
2.1,19,544
16.67,29,934
5.45,81,967
11.2,31,759
7.47,75,557
16.65,119,753
13.93,18,504
8.2,112,235
19.75,111,331
14.47,38,453
1.46,117,584
8.2,51,302
3.42,118,731
3.72,93,817
15.56,43,170
19.28,97,162
17.64,103,962
17.18,39,830
6.18,56,404
19.78,22,765
14.58,75,823
12.14,0,717
11.93,101,614
2.1,101,398
12.28,67,243
7.08,113,521
7.66,18,96
1.45,22,864
17.01,6,883
4.18,68,851
13.14,24,802
12.85,4,110
5.6,52,333
11.39,13,543
5.53,77,778
3.99,56,484
5.55,115,730
15.37,12,636
1.95,71,156
4.13,93,689
12.03,27,356
2.19,73,901
1.92,38,171
6.07,89,41
14.89,72,958
2.54,49,588
20.0,103,18
7.04,47,646
6.18,83,117
18.29,5,305
6.94,80,91
11.68,45,612
11.68,32,106
11.42,51,478
12.84,83,990
9.35,16,365
18.67,96,895
4.54,66,432
19.3,103,594
19.37,55,128
1.13,41,435
19.35,11,908
6.31,61,176
16.42,51,407
13.32,101,784
1.22,15,660
9.04,41,651
13.54,7,889
15.36,43,397
19.36,19,492
5.33,109,464
9.57,95,601
18.64,60,590
1.41,82,139
14.21,66,727
4.43,24,800
11.97,26,649
16.63,75,437
3.43,33,60
10.85,117,590
13.97,72,173
4.48,94,404
11.57,70,151
6.9,49,792
3.08,100,761
9.3,25,469
1.66,26,809
1.98,42,42
14.19,64,312
18.24,115,455
9.01,21,136
18.88,53,935
3.09,69,261
7.67,8,292
18.59,81,90
16.75,84,645
14.71,61,171
14.07,70,480
10.98,24,667
7.86,64,641
11.01,0,726
9.93,62,609
5.91,74,463
19.58,93,836
3.11,37,704
19.64,107,928
1.48,62,96
15.6,101,341
3.86,23,943
10.94,41,134
6.06,13,137
7.19,66,652
5.86,93,906
18.55,29,194
11.26,113,917
14.28,61,913
10.72,89,376
16.59,89,320
15.79,2,100
12.17,61,495
2.67,64,180
16.91,98,826
3.96,76,992
1.89,82,874
6.63,75,279
19.62,37,691
4.29,25,415
12.57,103,105
7.58,77,469
4.84,118,146
10.96,38,732
16.88,51,720
3.71,101,743
11.7,79,315
5.11,92,670
2.09,47,340
10.14,94,164
9.37,61,443
1.17,17,366
13.43,111,494
11.44,41,384
17.78,15,568
5.66,67,302
8.9,98,70
17.77,102,416
7.16,14,900
6.49,108,812
5.08,62,729
7.7,7,935
18.98,20,936
3.28,22,475
13.7,7,194
10.72,36,382
10.64,75,755
9.29,11,50
5.47,117,46
8.77,94,272
13.65,61,899
4.37,98,314
9.63,105,393
19.89,114,480
13.14,5,559
6.31,65,681
2.24,31,926
11.19,80,703
5.07,100,808
14.06,24,918
16.82,66,977
5.71,27,884
17.3,37,840
17.51,75,574
18.08,19,426
2.58,116,143
5.61,98,259
8.24,118,147
6.31,106,199
13.01,94,751
3.96,60,265
1.87,54,353
