42,809
31,183
4,315
22,580
4,775
6,394
44,553
6,398
36,933
39,211
22,448
46,270
37,320
9,533
27,5
46,707
16,975
47,412
8,117
44,756
42,815
45,362
44,57
50,456
15,418
13,584
49,912
31,932
38,134
18,844
34,64
25,689
38,515
13,296
2,166
34,434
38,290
42,280
43,953
22,176
23,669
5,132
9,171
33,559
27,358
4,245
33,477
35,334
25,563
29,521
10,370
34,245
8,924
21,900
42,286
23,187
26,380
45,629
2,978
20,169
36,15
19,850
9,467
42,440
26,661
42,267
47,894
13,437
5,698
6,924
20,932
46,920
36,705
41,826
11,142
40,618
39,290
9,139
43,730
28,187
19,190
28,555
15,9
40,193
30,244
45,531
22,14
15,292
16,240
37,425
1,266
29,553
13,738
49,449
28,187
11,137
49,845
35,404
22,108
19,158
18,938
43,546
41,110
34,608
6,384
19,591
19,497
6,874
33,241
22,13
1,374
20,112
38,892
6,795
10,623
8,321
27,932
35,29
32,532
20,217
15,792
28,958
7,953
46,609
