26/07/2020,24.85,,63.47,37
23/04/2022,24.21,2.02,83.63,202
17/06/2025,39.63,,95.95,838
18/07/2025,22.25,,70.28,590
15/05/2022,41.45,,135.57,499
28/02/2025,28.83,1.03,54.67,498
29/10/2025,30.9,2.5,103.8,601
13/10/2025,20.58,,95.48,770
08/02/2025,33.5,2.12,86.49,768
20/06/2022,37.56,2.9,135.97,130
10/10/2021,27.38,2.13,60.49,164
21/03/2023,43.31,2.34,112.68,183
18/02/2021,36.72,,77.99,627
19/06/2022,34.54,2.17,57.15,332
20/11/2024,20.27,2.45,112.53,671
14/02/2025,18.19,1.49,114.85,585
28/12/2020,24.77,1.14,68.78,713
03/01/2025,29.32,2.54,101.2,191
17/05/2020,27.35,1.64,136.92,139
17/11/2020,42.53,1.39,122.12,845
23/10/2020,23.55,1.22,62.97,124
12/04/2020,29.96,,127.66,333
02/08/2020,44.17,2.51,90.73,485
25/11/2021,23.76,1.91,112.77,958
08/07/2022,44.89,2.62,101.99,585
10/01/2024,34.22,2.07,77.41,822
15/02/2021,23.13,,121.67,220
22/01/2025,36.04,,71.84,627
07/08/2020,23.7,1.42,73.12,637
13/07/2020,42.5,2.89,93.92,457
12/03/2020,26.6,,120.01,713
17/03/2024,35.03,2.1,59.36,592
25/06/2021,25.95,,81.41,125
12/09/2025,27.43,,127.37,469
14/10/2024,41.68,1.03,121.82,671
31/07/2024,40.77,2.64,72.16,456
31/07/2022,23.09,1.85,97.25,292
07/06/2025,25.22,,126.48,557
25/04/2021,21.08,1.42,62.17,798
27/08/2024,38.01,,79.59,736
20/07/2020,28.49,,101.4,388
03/04/2024,21.18,,57.28,125
19/11/2020,40.27,,131.24,94
07/02/2023,36.35,1.92,115.64,564
28/02/2024,39.34,,138.74,952
24/09/2024,19.44,,75.55,91
10/12/2020,34.37,,97.8,595
08/03/2023,28.87,,57.24,103
31/12/2022,40.34,,69.44,962
16/10/2020,37.91,,61.48,391
10/04/2025,29.83,,143.05,475
21/02/2025,42.45,,94.89,47
13/05/2022,32.01,,83.28,739
11/07/2024,29.05,,89.79,704
11/12/2022,27.2,,67.69,774
17/02/2020,31.96,2.47,81.35,416
10/04/2022,42.74,,90.37,660
15/11/2025,43.32,,95.53,703
19/11/2022,24.36,,136.86,480
23/08/2022,23.48,,50.59,537
19/10/2020,20.48,,142.69,673
23/03/2021,35.24,,84.84,220
30/09/2023,27.35,2.08,83.6,36
22/06/2023,25.24,,95.03,879
20/08/2021,44.18,,117.81,280
31/10/2021,40.08,1.77,51.95,699
14/06/2020,23.04,1.65,85.71,714
12/07/2022,22.63,2.76,145.91,763
06/10/2022,40.13,2.74,108.91,581
23/04/2023,19.05,,115.74,946
29/07/2024,39.58,,85.61,29
09/03/2024,28.12,1.85,63.39,914
24/04/2024,20.31,,137.22,202
14/04/2025,19.16,,81.93,125
06/10/2022,42.89,2.98,131.39,809
28/01/2021,44.73,,122.02,290
21/05/2025,35.68,2.63,121.84,294
03/12/2025,19.03,2.43,147.44,446
04/08/2023,35.83,2.05,99.42,601
22/10/2020,28.63,2.13,127.01,418
31/01/2023,34.52,1.85,145.98,8
01/04/2023,33.93,2.28,78.77,80
10/04/2022,21.82,,106.68,457
09/02/2020,23.01,1.38,83.81,245
06/08/2020,40.77,1.15,125.36,435
17/05/2023,30.19,,53.35,873
16/07/2021,20.26,,112.77,293
07/07/2023,42.86,1.65,51.72,572
06/07/2025,36.98,,86.45,209
14/01/2022,21.01,1.92,79.0,559
18/06/2024,28.37,1.75,53.8,18
30/07/2020,27.09,,144.4,196
20/09/2021,18.14,,55.54,403
29/11/2023,42.98,,53.56,349
01/07/2024,35.92,2.37,72.06,439
06/06/2020,33.96,1.18,92.35,253
09/01/2021,27.93,1.62,89.56,152
14/06/2023,41.16,2.3,139.87,768
28/08/2022,35.34,,134.21,122
26/09/2022,36.71,,135.1,299
05/12/2025,33.98,,113.47,864
08/05/2023,24.63,1.78,55.21,974
10/02/2020,31.73,,81.96,593
14/01/2022,18.58,,143.95,809
25/09/2023,28.55,1.43,54.81,516
04/04/2022,38.56,,51.93,361
11/12/2025,35.15,2.07,121.25,405
17/06/2022,27.13,1.4,106.52,453
08/10/2020,27.82,,85.25,991
28/05/2020,42.8,1.05,73.14,677
07/11/2024,22.33,,117.59,703
23/07/2025,36.8,,105.54,451
29/11/2020,22.04,,77.02,41
08/02/2025,25.2,,114.99,714
29/12/2023,19.69,1.14,94.81,244
01/12/2023,34.25,1.18,87.74,814
08/09/2020,38.45,1.33,63.35,352
20/12/2025,27.34,,117.04,304
27/04/2022,21.07,,108.2,113
13/01/2025,23.84,,81.97,480
04/04/2021,43.41,,135.62,934
24/12/2020,31.1,2.42,142.07,8
16/10/2022,28.16,,90.32,713
09/11/2022,26.3,2.77,104.64,502
30/08/2024,43.29,2.01,132.82,650
08/06/2023,30.07,2.59,116.62,376
19/03/2021,40.9,1.74,132.1,200
20/07/2023,25.31,2.94,69.65,63
17/08/2025,28.58,1.82,52.48,26
12/09/2022,20.5,,103.5,139
03/08/2022,35.63,,59.26,588
04/02/2023,20.39,,52.73,514
25/10/2025,34.88,1.15,85.68,194
22/11/2024,39.28,2.73,103.1,955
10/11/2024,25.58,,50.6,441
18/09/2021,25.68,1.68,69.94,554
23/04/2024,19.89,,110.77,533
24/10/2022,20.13,2.89,137.42,706
13/09/2025,21.07,1.87,72.05,770
09/01/2020,23.04,2.7,70.69,787
17/11/2023,30.23,2.12,79.94,362
27/06/2024,29.02,,101.49,559
20/04/2021,19.22,,80.22,267
19/12/2022,34.61,1.72,89.06,553
02/02/2020,41.94,,108.09,509
16/06/2020,36.94,1.01,144.3,27
13/10/2023,31.02,,104.63,832
26/12/2021,18.41,1.07,133.65,28
29/04/2021,28.73,,122.26,426
27/03/2022,23.6,,58.54,896
04/05/2024,32.95,1.31,89.26,852
08/12/2022,43.58,1.49,59.56,499
16/08/2022,23.43,,82.43,69
09/12/2020,35.84,,125.69,262
29/03/2025,31.24,,67.24,534
29/06/2020,42.32,2.13,52.1,407
30/03/2021,41.07,,50.07,812
01/07/2022,26.32,2.37,126.69,104
09/03/2024,34.4,2.03,60.74,898
18/10/2022,30.86,,81.99,559
12/12/2020,29.11,,129.72,233
03/01/2022,25.02,,66.28,153
04/03/2022,32.85,,112.36,881
02/12/2021,25.25,,66.15,215
25/12/2024,18.94,2.75,76.22,251
14/01/2023,26.89,,143.3,931
26/08/2020,19.73,1.45,72.7,714
07/03/2025,31.11,,143.85,231
17/07/2020,35.05,,55.32,770
13/10/2024,26.35,2.61,66.86,262
16/03/2020,42.13,1.56,89.53,264
11/09/2024,40.76,,79.74,759
10/08/2020,25.25,1.16,138.83,108
08/03/2021,19.81,,122.79,286
27/09/2024,29.55,,124.66,849
30/04/2023,44.84,2.52,79.23,745
24/03/2023,23.9,,134.88,699
12/12/2025,39.48,1.21,65.59,813
19/05/2023,33.66,2.81,102.05,998
02/11/2024,44.72,,86.78,102
07/12/2025,32.69,2.45,146.68,696
11/10/2022,18.26,,80.34,519
20/04/2024,34.68,,60.92,298
31/12/2021,27.36,,87.53,495
29/12/2022,29.51,2.75,59.23,272
11/12/2022,26.41,,98.14,697
19/10/2021,37.87,2.86,83.2,180
16/08/2020,35.5,,127.16,406
23/11/2020,39.89,,112.99,78
11/12/2024,40.39,,70.19,711
20/05/2021,25.64,1.32,57.54,321
20/11/2023,27.83,1.97,61.37,340
10/12/2024,35.27,,132.48,455
16/01/2023,24.96,,129.71,518
26/06/2024,26.43,,135.62,822
03/06/2020,27.37,,95.69,996
17/04/2022,26.56,,86.35,223
03/02/2023,35.13,,101.52,45
10/08/2022,27.64,1.93,125.89,26
18/09/2023,21.71,,116.55,748
08/07/2022,23.13,1.44,138.82,525
18/07/2020,24.26,,107.59,524
10/05/2020,30.94,,145.09,838
24/08/2020,23.2,,120.91,817
01/09/2022,43.4,,128.52,266
01/04/2020,28.65,2.49,127.85,272
23/06/2024,28.73,2.77,114.63,764
07/12/2025,25.6,,74.0,81
22/12/2024,23.75,1.38,139.33,38
16/11/2020,44.21,,88.97,444
01/04/2024,40.58,1.4,109.95,427
09/07/2021,33.95,,141.47,246
19/11/2022,18.83,1.13,138.91,725
08/10/2024,21.34,1.36,137.19,35
19/10/2023,18.61,,61.81,993
08/06/2024,37.92,,82.02,946
24/03/2024,41.37,,71.78,97
30/09/2020,30.98,,61.39,454
13/02/2025,28.74,2.0,68.29,92
22/08/2022,24.19,1.93,127.25,619
20/08/2022,21.12,2.89,95.45,502
19/08/2025,38.38,1.28,138.11,581
20/01/2020,41.42,,75.67,917
19/05/2022,44.64,,96.24,317
18/08/2023,26.11,,53.24,453
01/07/2020,20.73,1.9,51.47,951
22/11/2021,44.3,1.78,124.91,115
26/05/2021,27.27,,55.19,384
03/05/2021,32.22,,62.89,635
21/12/2024,26.04,2.67,90.46,435
11/02/2025,32.84,,60.07,991
20/11/2023,27.2,,61.34,145
16/10/2022,35.58,2.14,92.04,12
18/08/2025,22.16,,105.53,902
19/10/2023,23.22,,84.99,39
06/12/2020,29.22,,132.74,806
31/03/2025,23.28,2.57,141.04,567
17/03/2021,36.68,,138.74,294
24/04/2024,31.1,,104.6,174
07/11/2024,33.37,,126.85,950
07/05/2025,39.54,,88.38,468
30/09/2021,37.92,,144.48,415
25/10/2022,30.26,,90.87,728
07/03/2021,23.12,2.86,77.66,341
22/03/2021,42.48,,74.13,340
05/08/2025,33.86,1.86,136.56,520
04/02/2024,29.17,,59.33,132
10/08/2021,25.17,1.19,149.32,687
06/04/2025,35.39,,109.83,562
08/06/2022,25.9,,81.66,358
01/07/2024,37.32,,136.96,108
27/05/2025,34.93,,144.15,924
23/12/2022,33.0,2.48,145.86,924
26/09/2020,29.98,,122.7,680
29/01/2024,20.01,1.53,132.34,600
11/11/2024,22.21,1.77,116.37,274
22/03/2020,25.68,2.09,123.26,923
17/06/2021,36.75,,134.33,933
30/09/2025,30.17,,113.86,728
05/10/2022,30.01,,111.1,858
10/11/2020,19.1,,91.7,760
02/12/2023,21.66,1.22,78.99,125
24/09/2022,44.33,2.05,138.82,626
27/04/2022,34.76,,72.09,42
02/01/2020,31.8,,93.63,148
18/12/2025,43.76,2.53,61.51,912
05/08/2024,29.4,,104.65,687
10/07/2025,21.06,2.23,118.33,809
22/11/2022,20.48,,68.17,735
05/01/2020,42.41,,87.66,710
20/10/2023,22.37,,117.62,736
16/10/2023,19.19,2.19,66.38,500
22/05/2023,30.55,,50.12,82
19/07/2024,34.34,1.56,84.54,433
10/10/2022,27.47,,92.54,780
21/09/2021,44.54,,53.84,882
08/07/2021,30.42,2.19,132.23,454
08/07/2024,33.42,,79.82,768
08/07/2022,21.67,2.15,87.96,608
27/11/2025,20.99,,129.08,217
16/01/2023,25.27,2.26,116.58,381
24/11/2020,22.13,,111.5,751
27/08/2025,39.22,1.48,116.74,206
14/07/2025,29.95,1.01,117.34,756
27/12/2022,18.55,2.36,134.83,416
21/07/2020,36.56,1.69,67.51,965
15/07/2022,43.91,,52.7,232
27/03/2021,22.3,,128.56,527
14/07/2020,32.51,1.74,55.3,151
08/10/2022,27.59,,95.53,502
02/02/2022,23.34,,120.45,620
03/03/2025,21.68,2.78,127.5,981
06/06/2024,39.41,2.16,80.9,155
22/09/2024,21.88,,85.89,446
25/10/2020,26.09,1.48,101.17,198
19/01/2025,20.64,,139.01,936
21/06/2022,34.62,1.58,63.95,436
01/02/2020,35.67,,107.11,721
28/08/2023,36.66,,54.0,400
27/02/2024,19.37,,67.38,743
06/11/2023,44.51,,122.05,651
14/01/2025,21.4,1.22,70.53,918
29/06/2023,38.94,,60.31,806
07/10/2021,44.78,,97.11,167
17/10/2025,28.69,,148.89,955
06/04/2025,42.09,1.81,89.68,596
09/07/2024,33.79,1.19,83.6,863
14/11/2021,40.63,1.39,92.28,308
19/02/2020,37.05,2.02,120.73,675
06/02/2023,22.02,,137.86,994
04/07/2020,21.07,,97.08,573
30/06/2024,24.9,,92.4,424
17/06/2025,20.95,1.2,112.21,891
30/06/2024,25.12,2.99,93.99,212
23/10/2024,32.16,,71.63,139
06/12/2023,20.74,,54.19,513
10/07/2020,44.08,2.18,93.66,485
28/05/2025,24.23,1.24,111.48,743
15/06/2025,40.61,,120.67,35
10/06/2023,28.47,2.36,143.47,946
02/09/2024,39.28,2.34,61.36,866
07/06/2024,21.43,,115.28,144
23/03/2021,35.62,2.13,89.12,605
24/06/2020,23.15,,124.53,634
28/06/2022,36.87,,89.33,78
12/09/2021,32.64,1.78,140.87,140
05/12/2020,20.51,,135.05,996
22/02/2022,37.45,,95.55,690
08/06/2020,25.47,2.3,144.57,40
20/02/2021,29.84,,77.02,947
06/04/2024,27.16,,84.01,356
02/07/2021,21.11,,96.43,268
17/07/2024,29.26,,86.84,445
17/11/2022,24.87,2.92,77.41,947
13/06/2020,35.3,2.12,72.53,322
14/11/2022,33.58,,59.76,921
18/12/2022,35.77,,115.62,754
29/07/2022,29.82,2.98,143.56,406
17/12/2025,44.99,,126.86,833
13/10/2021,24.17,2.23,82.14,441
04/09/2023,41.39,1.97,82.99,790
26/04/2025,43.45,,132.55,761
14/03/2024,40.84,,61.33,832
04/07/2023,39.02,,149.49,674
16/03/2023,28.96,2.84,133.16,547
10/08/2025,35.6,1.33,102.15,381
25/02/2021,22.86,,52.61,690
02/01/2021,40.93,,78.71,684
31/10/2023,21.35,2.48,66.06,843
01/06/2020,20.41,,123.41,675
19/05/2021,37.19,,97.5,842
25/12/2024,23.83,1.43,122.11,237
12/04/2023,35.27,2.65,57.26,131
26/09/2023,33.13,1.22,137.81,306
24/08/2021,22.44,,112.64,858
10/09/2020,37.18,1.65,94.9,517
12/01/2020,31.24,2.66,139.77,63
28/08/2025,18.31,,139.51,280
06/04/2024,27.36,,133.36,927
18/05/2021,19.96,,130.42,202
06/06/2023,33.27,,73.36,256
06/12/2024,39.56,,134.46,262
28/08/2022,27.77,1.78,71.33,913
09/06/2025,42.41,1.82,129.14,539
02/11/2022,28.81,,113.59,955
25/06/2023,35.85,,88.94,377
06/04/2023,20.42,,100.79,710
18/02/2025,22.4,,123.08,436
26/09/2021,33.54,,105.85,763
26/04/2024,43.99,,50.13,68
15/02/2024,21.38,2.9,131.63,143
21/06/2022,19.24,1.81,102.75,140
03/10/2020,35.64,,122.09,277
06/11/2023,19.36,2.93,58.57,757
26/05/2025,35.1,,103.41,360
31/08/2025,29.37,,118.76,24
06/07/2024,29.93,2.05,118.77,698
16/11/2020,18.71,,95.85,47
07/04/2025,23.43,,124.84,275
21/09/2022,32.16,2.07,72.45,227
12/11/2023,41.62,,61.18,589
23/05/2020,28.86,2.6,92.31,380
04/10/2025,31.96,2.32,50.43,438
30/07/2022,25.67,,62.65,80
16/01/2023,32.96,1.32,132.34,937
20/08/2022,19.8,1.46,68.31,430
08/01/2020,26.32,,115.26,45
06/11/2020,29.98,1.09,52.49,548
25/08/2025,42.91,1.49,59.85,999
07/06/2025,40.29,2.21,91.59,601
01/11/2020,40.43,1.5,59.36,166
02/01/2020,33.24,,125.71,762
01/04/2020,41.27,1.17,60.01,706
07/04/2021,21.86,,75.73,733
23/06/2020,35.26,,87.62,939
25/07/2025,43.52,,86.05,996
08/06/2020,44.52,,143.92,760
02/03/2020,21.55,2.76,66.79,295
09/10/2024,36.03,1.98,117.84,991
25/11/2024,38.15,1.61,147.97,579
03/04/2020,18.71,,136.53,678
11/07/2025,24.8,2.52,69.15,363
31/07/2024,38.76,2.38,94.32,859
22/10/2024,41.54,,109.47,945
31/10/2020,42.46,1.56,84.83,667
24/07/2022,23.93,1.96,71.45,125
02/09/2025,42.12,2.48,69.73,305
23/11/2023,42.95,,127.79,698
14/10/2021,33.83,,74.62,153
22/01/2024,36.92,,97.02,836
12/02/2021,29.13,2.15,92.7,60
29/12/2020,39.13,,64.15,81
21/05/2023,27.21,2.41,134.5,755
05/10/2021,32.08,,102.28,790
24/06/2022,36.96,,66.02,35
02/01/2024,37.65,,107.6,988
05/10/2022,40.07,1.27,126.77,188
17/11/2021,44.4,,120.83,863
11/03/2023,19.83,1.49,66.37,30
10/02/2021,43.66,,65.04,667
16/05/2024,30.03,,103.46,722
10/08/2023,29.08,,132.19,133
16/08/2022,33.52,2.39,62.89,240
01/09/2020,41.33,,135.95,648
25/06/2022,18.07,,52.38,743
06/05/2025,30.99,,88.86,113
29/09/2025,20.51,1.07,118.9,133
25/04/2022,24.67,1.42,82.61,403
14/01/2024,21.25,1.55,90.14,87
25/07/2023,44.05,2.51,98.99,433
31/07/2025,25.73,,81.15,581
01/02/2020,18.03,,86.78,312
26/12/2024,22.68,,140.18,444
21/03/2024,30.69,,58.67,14
14/04/2025,35.17,,105.28,817
11/08/2025,35.9,,128.11,407
13/06/2024,40.3,1.09,120.45,914
28/05/2021,35.43,,66.7,346
20/09/2023,26.58,1.42,134.89,774
29/09/2024,36.8,,107.99,26
09/11/2024,19.22,,114.47,684
07/07/2023,36.39,,91.71,357
12/04/2023,20.55,,143.26,631
05/03/2020,38.05,1.76,147.03,894
04/04/2023,24.69,,52.6,610
17/07/2023,28.7,,53.74,744
09/11/2024,37.01,,143.54,357
12/09/2024,43.55,,61.77,119
15/07/2020,27.48,,128.77,272
15/05/2023,35.13,1.89,88.67,532
20/02/2020,19.29,,149.3,317
03/01/2024,35.16,1.4,53.49,798
17/05/2021,30.55,,60.36,907
17/12/2022,29.68,2.7,68.33,349
27/12/2025,22.78,,147.78,583
30/01/2022,43.38,1.64,96.63,837
08/09/2021,23.05,1.5,135.83,577
23/02/2020,18.94,1.09,115.29,161
10/10/2023,40.12,1.98,123.01,273
26/11/2025,19.53,,107.89,853
15/06/2024,32.91,2.92,134.18,244
06/02/2025,26.05,,128.21,2
12/03/2020,40.32,,78.13,684
01/10/2022,22.77,2.3,72.98,920
10/06/2020,39.71,,113.92,636
15/01/2024,36.28,1.56,123.07,924
21/01/2023,39.81,1.91,89.92,736
09/11/2020,19.36,1.78,144.61,725
04/08/2020,22.07,,58.65,103
02/01/2025,44.52,2.89,140.03,282
20/07/2024,41.67,,58.98,397
03/02/2021,18.49,,109.98,393
24/11/2023,23.68,,85.48,594
09/09/2024,31.64,2.55,147.37,908
06/07/2020,42.71,1.78,146.97,667
16/06/2024,19.35,2.68,78.56,929
26/10/2020,19.79,,145.77,388
18/08/2022,31.22,1.61,113.82,737
07/06/2023,38.55,2.07,118.12,973
05/07/2021,40.85,2.12,116.99,38
02/11/2023,30.15,,80.32,419
24/11/2025,38.76,,63.05,323
30/08/2020,21.49,,82.2,38
26/09/2022,27.24,1.02,63.06,308
10/04/2021,35.64,,82.59,856
12/09/2022,30.6,1.78,100.69,851
28/06/2025,42.2,,98.3,771
19/07/2024,31.12,,148.15,7
15/04/2024,18.68,2.75,75.61,389
24/09/2024,29.49,,146.25,378
07/05/2024,34.95,2.72,69.74,931
17/11/2022,19.97,1.09,129.79,947
09/03/2024,18.72,,98.07,211
09/06/2025,40.87,2.83,83.53,323
06/01/2025,25.23,1.04,121.92,864
29/12/2022,26.65,1.5,135.41,367
01/08/2024,20.25,2.74,75.4,138
21/06/2024,36.03,,105.94,169
27/12/2025,27.69,2.15,69.59,904
14/08/2023,19.38,1.52,87.73,219
11/08/2020,35.58,,107.2,851
22/06/2021,29.46,2.26,149.86,36
01/09/2022,23.3,1.07,63.96,703
28/06/2020,43.73,2.63,127.85,94
16/04/2023,33.84,2.17,111.44,907
23/01/2024,23.95,,67.72,284
14/11/2023,39.14,1.07,120.06,494
11/09/2023,20.69,,62.03,901
20/10/2020,32.35,1.31,67.06,690
12/03/2025,25.05,,131.37,29
05/06/2022,24.8,1.46,98.75,878
02/03/2024,41.03,,99.08,830
20/05/2025,23.99,1.55,114.67,961
22/04/2020,24.3,2.13,101.68,511
30/01/2024,36.62,2.25,90.62,623
04/07/2021,40.44,1.1,61.37,846
04/08/2020,30.22,,81.08,381
22/09/2021,38.01,,95.36,959
10/08/2022,24.23,,148.48,73
09/02/2025,42.04,2.76,58.43,698
14/10/2023,43.45,2.43,107.7,601
21/11/2022,39.71,,106.64,612
20/05/2025,41.12,1.72,105.28,954
31/03/2020,28.1,,85.34,705
05/03/2021,42.33,,109.51,124
30/11/2023,31.8,1.26,93.03,191
21/12/2024,36.2,1.48,105.87,989
07/05/2025,43.94,,145.12,592
03/11/2021,36.72,2.93,110.73,614
07/10/2024,37.78,,128.16,792
05/12/2023,39.8,,64.07,440
18/07/2025,19.8,2.79,84.9,69
03/07/2022,31.4,,96.24,857
01/02/2022,36.25,1.67,134.89,883
03/10/2024,29.26,2.59,143.17,578
11/09/2021,19.65,,115.59,702
31/07/2023,35.24,,86.2,123
02/09/2022,20.13,,78.49,862
29/06/2025,28.06,1.17,112.13,386
23/04/2020,43.35,,105.56,336
14/10/2025,32.34,,86.72,554
09/01/2022,21.51,1.54,96.93,232
11/07/2022,24.21,,145.54,959
12/06/2020,25.63,1.76,79.38,541
20/06/2022,19.37,2.85,129.35,133
22/10/2020,28.02,,102.58,196
11/07/2023,26.17,,137.79,848
06/07/2024,26.08,2.85,67.23,645
03/09/2024,33.27,,67.15,401
23/04/2024,29.48,1.44,139.76,7
19/09/2022,40.34,2.1,148.98,103
15/03/2020,21.6,2.79,98.66,980
24/03/2023,44.32,2.93,65.55,932
22/07/2023,42.42,,109.39,101
02/03/2021,37.26,2.38,109.85,66
28/02/2021,18.99,,77.37,770
